CaseID,Title,Location,City,State,Latitude,Longitude,CF,CI,Number of Enforcement Fatalities,Number of Enforcement Injured,Total Number of Fatalities,Total Number of Victims,Description,Date,Day of Week,Date - Detailed,Shooter Name,Number of shooters,Shooter Age(s),Average Shooter Age,Shooter Sex,Shooter Race,Type of Gun - Detailed,Type of Gun - General,Number of Shotguns,Number of Rifles,Number of Handguns,Total Number of Guns,Number of Automatic Guns,Number of Semi-Automatic Guns,Fate of Shooter at the scene,Fate of Shooter,Shooter's Cause of Death,School Related,Place Type,Relationship to Incident Location,Targeted Victim/s - Detailed,Targeted Victim/s - General,Possible Motive - Detailed,Possible Motive - General,History of Mental Illness - Detailed,History of Mental Illness - General
259,"Louisville, Kentucky","Louisville, Kentucky",Louisville,Kentucky,38.252665,-85.758456,3,0,0,0,4,3,A former soldier who fatally shot his wife and two children and set their house on fire before killing himself suffered from post-traumatic stress disorder following a military career that included a stint in Iraq.,3/20/16,Sunday,"Sunday, March 20, 2016",Brad Hettinger,1,33,33,Male,White American or European American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,The shooter's wife and two children,Family,"The shooter's family said, he suffered from post-traumatic stress disorder following a military career that included a stint in Iraq. 
 Vs. 
 A psychiatrist with University of Louisville Physicians, said the actions were so violent, they had to be attributed to more than just PTSD.",Unknown,"According to the shooter's family, the Army Reserve veteran had been seeking help for complications associated with PTSD and was attending marriage counseling with his wife.",Unknown
260,"Sherman, Texas","Sherman, Texas",Sherman,Texas,33.635662,-96.60888,3,0,0,0,4,3,"A man shot and killed his wife and two boys, then he turned the gun on himself.",3/21/16,Monday,"Monday, March 21, 2016",Malachi Russler,1,36,36,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,The shooter's wife and two children,Family,The shooter's wife filed for divorce in December.,Unknown,Unknown,Unknown
261,"Lawrenceburg, Tennessee","Lawrenceburg, Tennessee",Lawrenceburg,Tennessee,35.242302,-87.334739,1,2,0,0,2,3,The man was suspected of shooting his wife and two sons on Friday morning at the family’s home. All three victims were initially shot inside the residence with a shotgun.,3/25/16,Friday,"Friday, March 25, 2016",Charles Monroe Woods,1,49,49,Male,Unknown,Shotgun,Shotgun,1,0,0,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,The shooter's wife and two sons,Family,Unknown,Unknown,"According to the extended family members, the shooter has mental illness.",Unknown
262,"Louisburg, North Carolina","Louisburg, North Carolina",Louisburg,North Carolina,36.099039,-78.301106,3,0,0,0,3,3,"Three people were killed in a shooting at a home. The shooter was on probation after being released from prison about two weeks ago. He was required to wear an ankle bracelet that monitored his whereabouts, but removed the device on Friday — the day before the shootings.",3/26/16,Saturday,"Saturday, March 26, 2016",Darius Robinson,1,1,Unknown,Male,Black American or African American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Escaped,,Not applicable,No,Residential home/Neighborhood,Place of residency,Unknown,Unknown,Unknown,Robbery,Unknown,Unknown
263,"Richmond, Virginia","Richmond, Virginia",Richmond,Virginia,37.540725,-77.436048,1,2,0,0,2,3,"A man fatally shot a Virginia state trooper at a Greyhound bus station before the gunman was killed by other troopers. The trooper had been participating with about a dozen other troopers in a training exercise at the bus station when a brief encounter with the gunman quickly turned violent. The shooter had been sitting in the restaurant at the bus station and went to his luggage near the front entrance. He began to walk away from his bags. The trooper approached the suspect. Shortly after the two talked for a few seconds, with the suspect to the trooper’s immediate right, the shooter pulled a gun from his waistband and shot the trooper from just inches away.",3/31/16,Thursday,"Thursday, March 31, 2016",James Brown III,1,34,34,Male,Black American or African American,.40-caliber pistol,Handgun,0,0,1,1,0,1,Deceased,Deceased,Killed,No,Public transportation,None,"A state trooper, two civilians",Government,Investigators are still trying to figure out his motive for the shooting. Relatives said the shooter 'had a lot of anger about the police'.,Unknown,Unknown,Unknown
267,"Gloucester County, VA, House Party","Ware Neck, Virginia",Ware Neck,Virginia,37.40264,-76.458559,1,3,0,0,1,4,"A young woman threw a house party for her birthday. It got very crowded. The shooter came and shot four people, killing one. There is some disagreement about his relation to the rest of the people at the party",1/17/16,Sunday,"Sunday, January 17, 2016",Dijon Whitter,1,18,18,Male,Black American or African American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Custody,Custody,Not Applicable,No,Residential home/Neighborhood,Place of residency,"Party goers - 18-year-old Male was killed, 15-year-old girl, and two 20-year-old males were injured",Social,Unknown,Unknown,Unknown,Unknown
268,Florida family murder,"Crestview, Florida",Crestview,Florida,30.754181,-86.572799,3,0,0,0,3,3,"A young man shot his mother, step-father, and his ex-girlfriend's boyfriend",1/23/16,Saturday,"Saturday, January 23rd, 2016","
Jacob Langston",1,22,22,Male,White American or European American,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,"Shooter's mother, step-father, and ex-girlfriend's boyfriend",Family,Frustration at his family and ex-girlfriend's new boyfriend. There does not appear to be one motive.,Multiple motives,Unknown,Unknown
271,"Chesapeake, VA Family Murder Suicide","Chesapeake, Virginia",Chesapeake,Virginia,36.768209,-76.287493,5,0,0,0,6,5,"26-year-old killed his Mother, Father, Grandmother, brother, and sister before killing himself in the home of his Grandmother.",1/27/16,Wednesday,"Wednesday, January 27, 2016",Cameron Dooley,1,26,26,Male,White American or European American,handgun,handgun,0,0,1,1,0,0,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of Residency,All five of the victims were the shooter's family.,Family,Unknown,Unknown,Unknown,Unknown
272,"Caroline County, VA Family Murder Suicide","Caroline, Virginia",Caroline,Virginia,38.044556,-77.286488,1,2,0,0,2,3,"42-year-old husband murders wife, shoots two young family members, then shoots himself in the head.",1/29/16,Friday,"Friday, January 29, 2016",Andre Gray,1,42,42,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of Residency,Shot and killed his wife. Shot and injured two young family members. Then killed himself.,Family,Domestic Dispute,Domestic Dispute,Unknown,Unknown
274,New Orleans gas station shoot-out,"New Orleans, Louisiana",New Orleans,Louisiana,29.951066,-90.071532,0,3,0,0,0,3,"Altercation broke out at a gas station in New Orleans, when the shooter shot and injured 3 people. One of the victims returned fire and injured the instigator.",1/31/16,Sunday,"Sunday, January 31, 2016",Richard Macklin,1,30,39,Male,Black American or African American,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Custody,Custody,Not Applicable,No,Street/Highway,None,Unknown,Unknown,Social Dispute,Social Dispute,Unknown,Unknown
277,Texas teen commits family murder suicide,"Uvalde, Texas",Uvalde,Texas,29.209684,-99.786168,3,0,0,0,4,3,19-year-old male kills his mother and two neighbors before killing himself. Motive is unclear.,2/6/16,Saturday,"Saturday, February 06, 2016",Dylan Westerburg,1,19,19,Male,White American or European American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of Residency,First target was the shooter's mother. Then he killed a 60-year-old male neighbor that had an undefined romantic relationship with his mother. A teenage boy that was with the neighbor was also killed.,Family,Unknown,Unknown,Unknown,Unknown
279,Michigan school shooting,"Muskegon Heights, Michigan",Muskegon Heights,Michigan,43.201126,-86.238946,0,3,0,0,0,3,"Shooter was a part of a fight outside of a high school gym. He fired at a crowd, injuring three. He fled the scene and was confronted by a police officer. When he wouldn't drop his weapon, the police officer shot and injured him.",2/9/16,Tuesday,"Tuesday, February 09, 2016",Clarence Jamichael McCaleb,1,21,21,Male,Black American or African American,9-mm semi-automatic handgun,Handgun,0,0,1,1,0,1,Custody,Custody,Not Applicable,Yes,Secondary School,Unknown,"Shooter got into an argument, but their relationship to each other is unknown",Unknown,Social Dispute,Social Dispute,Unknown,Unknown
282,Kalamazoo Uber Driver Spree Killing,"Kalamazoo , Michigan",Kalamazoo,Michigan,42.291707,-85.587229,6,2,0,0,6,8,An Uber driver fired upon people in three locations over the course of about 6 hours.,2/20/16,Saturday,"Saturday, February 20th, 2016",Jason Brian Dalton,1,45,45,Male,White American or European American,"Two different handguns were used, 9 mm Walther P99 semi-automatic handgun, and 9 mm Glock 19 semi-automatic handgun ",Multiple Guns,0,0,2,2,0,1,Custody,Custody,Not Applicable,No,Street/Highway,None,"The first people killed were Tyler D. Smith (17), and his father Richard E. Smith (53), who were both killed at the Kia car dealership. Four women – Mary Jo Nye (60),Mary Lou Nye (62), Dorothy Brown (74), and Barbara Hawthorne (68)– were killed at the Cracker Barrel.",General Public,Unknown,Unknown,No,No
285,Arizona Family Murder,"Phoenix, Arizona",Phoenix,Arizona,33.448377,-112.074037,4,0,0,0,5,4,Son shot his parents and two sisters in their Phoenix home. Police arrive because the house was on fire. Police shot and killed the shooter.,2/23/16,Tuesday,"Tuesday, February 23rd, 2016",Alex Buckner,1,26,26,Male,White American or European American,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Deceased,Deceased,Killed,No,Residential home/Neighborhood,Place of residency,"Shooter's mother, father, and two sisters. Then the shooter was killed by the police",Family,Unknown,Unknown,Unknown,Unknown
286,"Belfair, WA Family murder-suicide","Belfair, Washington",Belfair,Washington,47.451459,-122.826946,4,0,0,0,5,4,"Man killed wife, two kids, and neighbor before calling the cops to tell them he did something bad. They fired tear gas to get him outside. He came out and shot himself in the head.",2/25/16,Friday,"Friday, February 25th, 2016",David Wayne Campbell,1,51,51,Male,White American or European American,Handgun,Handgun,0,0,1,1,0,0,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"Shooter's wife, two kids, and neighbor",Family,Unknown,Unknown,Unknown,Unknown
